DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address City,Address State,Address ZIP,Address Borough
1026867-DCA,Business,02/28/2021,Active,02/29/2000,Home Improvement Contractor,"ISLAM, MOHAMMED",BROOKLYN,NY,11234,Brooklyn
1474920-DCA,Business,12/31/2014,Inactive,10/08/2013,Tobacco Retail Dealer,SUPER SAVER GROCERY INC.,RICHMOND HILL,NY,11418,Queens
2011938-1-DCA,Business,12/31/2017,Inactive,08/12/2014,Tobacco Retail Dealer,ali mused gourmet deli & grocery corp,BROOKLYN,NY,11226,Brooklyn
1444909-DCA,Business,02/28/2021,Active,09/13/2012,Home Improvement Contractor,DV CONTRACTING INC.,NEW YORK,NY,10001,Manhattan
1397502-DCA,Business,03/15/2012,Inactive,06/22/2011,Amusement Device Portable,AMERICAN CASINO AND CARNIVAL ENTERTAINMENT INC.,OZONE PARK,NY,11416,Queens
1466702-DCA,Business,07/31/2015,Inactive,06/06/2013,Secondhand Dealer - General,18TH AVE. WIRELESS INC.,BROOKLYN,NY,11225,Brooklyn
2028948-DCA,Business,02/28/2021,Active,09/29/2015,Home Improvement Contractor,cismycro environmental contracting inc,JAMAICA,NY,11436,Queens
2010625-1-DCA,Business,12/31/2019,Inactive,07/11/2014,Tobacco Retail Dealer,NGP MARKETS CORP.,FLUSHING,NY,11358,Queens
2091140-DCA,Business,03/15/2021,Active,10/04/2019,Dealer In Products,ORTHO CITY SERVICES INC,GLENDALE,NY,11385,Queens
1315589-DCA,Business,01/31/2011,Inactive,04/24/2009,Debt Collection Agency,BERMAN C.G. LTD,BROOKLYN,NY,11234,Brooklyn
1377293-DCA,Business,12/31/2013,Inactive,11/19/2010,Tobacco Retail Dealer,217 DANIELA DELI GROCERY CORP.,BRONX,NY,10454,Bronx
1331816-DCA,Business,02/28/2021,Active,09/03/2009,Home Improvement Contractor,HOME IMPROVEMENTS BY PETER LLC,GLENDALE,NY,11385,Queens
1420183-DCA,Business,07/31/2017,Inactive,08/29/2012,Secondhand Dealer - General,BULLNOSE INC.,NEW YORK,NY,10013,Manhattan
1248566-DCA,Business,07/31/2011,Inactive,11/18/2008,Secondhand Dealer - General,BRONX FURNITURE CORP.,BRONX,NY,10456,Bronx
2051357-DCA,Business,05/21/2017,Inactive,04/17/2017,Amusement Device Temporary,"ALL COUNTY AMUSEMENTS, INC.",HOWARD BEACH,NY,11414,Queens
2028175-DCA,Business,12/31/2020,Active,09/09/2015,Electronics Store,Microsoft Corporation,NEW YORK,NY,10022,Manhattan
2043833-1-DCA,Business,12/31/2017,Inactive,09/16/2016,Tobacco Retail Dealer,HW GROCERY DELI CORP,BROOKLYN,NY,11206,Brooklyn
2047737-DCA,Business,12/31/2017,Inactive,01/26/2017,Laundries,MASPETH FAMILY LAUNDROMAT INC,MIDDLE VILLAGE,NY,11379,Queens
1257055-DCA,Business,04/15/2019,Inactive,05/30/2007,Sidewalk Cafe,384 3RD AVE REST LLC,NEW YORK,NY,10016,Manhattan
2040649-DCA,Business,12/31/2020,Active,07/18/2016,Electronics Store,Temax Wireless Inc,BROOKLYN,NY,11204,Brooklyn
2016691-DCA,Business,07/31/2015,Inactive,12/22/2014,Secondhand Dealer - Auto,DSev Enterprise LLC,BRONX,NY,10457,Bronx
2074394-DCA,Business,12/31/2018,Inactive,06/26/2018,Electronics Store,"JOSEFS, ALEXANDER N",BROOKLYN,NY,11229,Brooklyn
1040294-DCA,Business,12/31/2013,Inactive,09/25/2006,Laundry,"BENFICA, INC.",HOWARD BEACH,NY,11414,Queens
1311917-DCA,Business,02/28/2019,Inactive,03/20/2009,Home Improvement Contractor,DEBENEDITTIS LANDSCAPING INC.,NEW HYDE PARK,NY,11040,Outside NYC
2089583-DCA,Business,04/30/2020,Active,08/15/2019,Tow Truck Company,HARD CORE AUTOMOTIVE CORP.,BRONX,NY,10454,Bronx
1258475-DCA,Business,12/31/2017,Inactive,06/12/2007,Laundry Jobber,"HWANG'S LILY DRY CLEANERS, INC.",WOODHAVEN,NY,11421,Queens
2021042-DCA,Business,02/28/2021,Active,04/15/2015,Home Improvement Contractor,FLOORING AND PAINTING INC,REGO PARK,NY,11374,Queens
2050591-2-DCA,Business,12/31/2020,Active,04/04/2017,Tobacco Retail Dealer,NEW LUCKY STAR DELI INC,RIDGEWOOD,NY,11385,Queens
1371390-DCA,Business,07/31/2015,Inactive,09/17/2010,Secondhand Dealer - General,"BAUTISTA, VICTOR",NEW YORK,NY,10032,Manhattan
2079823-DCA,Business,02/28/2021,Active,11/09/2018,Home Improvement Contractor,ACTIVE CONSTRUCTION NY INC,BROOKLYN,NY,11219,Brooklyn
1425055-DCA,Business,12/31/2017,Inactive,04/13/2012,Laundry Jobber,ONE H.M.S. CLEANERS INC.,BROOKLYN,NY,11238,Brooklyn
1436973-DCA,Business,05/01/2022,Active,07/10/2012,Employment Agency,British American Household Staffing,NEW YORK,NY,10013,Manhattan
2095449-DCA,Business,02/28/2021,Active,03/19/2020,Home Improvement Contractor,RENO SQUAD INC,WHITESTONE,NY,11357,Queens
1232323-DCA,Business,03/31/2012,Inactive,08/03/2010,Stoop Line Stand,"LI, GUI CHAI",NEW YORK,NY,10002,Manhattan
2079374-1-DCA,Business,12/31/2021,Active,10/24/2018,Tobacco Retail Dealer,BIG FAMOUS DELI & GROCERY INC,NEW YORK,NY,10011,Manhattan
1402668-DCA,Business,12/31/2020,Active,08/05/2011,Tobacco Retail Dealer,23RD ST. GENERAL MARKET & DELI CORP.,BROOKLYN,NY,11232,Brooklyn
1278734-DCA,Business,07/31/2015,Inactive,03/05/2008,Secondhand Dealer - General,DARREN JEWELERS CORP.,NEW YORK,NY,10017,Manhattan
2010842-DCA,Business,07/31/2021,Active,07/17/2014,Secondhand Dealer - General,110 AUTO BODY REPAIR INC,JAMAICA,NY,11435,Queens
1410023-DCA,Business,07/31/2015,Inactive,07/12/2012,Secondhand Dealer - General,"GOLD MASTER RUSH, INC.",BROOKLYN,NY,11226,Brooklyn
1268998-DCA,Business,02/28/2021,Active,09/27/2007,Home Improvement Contractor,T & R CONSTRUCTION CORP,ASTORIA,NY,11106,Queens
1423127-DCA,Business,12/31/2015,Inactive,04/03/2012,Tobacco Retail Dealer,HERNANDEZ FOOD III CORP.,BRONX,NY,10462,Bronx
1212232-DCA,Business,12/31/2010,Inactive,10/12/2005,Tobacco Retail Dealer,1978 FIRST AVENUE CONVENIENCE EXPRESS CORP.,NEW YORK,NY,10029,Manhattan
2025195-DCA,Business,12/31/2018,Inactive,07/02/2015,Electronics Store,SPRINT SPECTRUM L.P.,BROOKLYN,NY,11215,Brooklyn
1451901-DCA,Business,04/30/2014,Inactive,12/10/2012,Pawnbroker,"VARIETY PAWN, INC.",BROOKLYN,NY,11230,Brooklyn
1362929-DCA,Business,12/31/2011,Inactive,07/19/2010,Tobacco Retail Dealer,S.I TOWN FOOD CORP.,NEW YORK,NY,10025,Manhattan
1218698-DCA,Business,12/31/2012,Inactive,01/19/2007,Tobacco Retail Dealer,BROADWAY & DEKALB GROCERY CORP.,BROOKLYN,NY,11221,Brooklyn
2084834-DCA,Business,06/27/2019,Inactive,04/18/2019,Garage and Parking Lot,LAZ PARKING NEW YORK / NEW JERSEY LLC,NEW YORK,NY,10069,Manhattan
2048135-DCA,Business,03/31/2018,Inactive,02/07/2017,Stoop Line Stand,NEW FAMILY MINI MARKET CORP.,BROOKLYN,NY,11208,Brooklyn
1193911-DCA,Business,02/28/2019,Inactive,04/18/2005,Home Improvement Contractor,"HAQ, TAUQUEER UL",NEW YORK,NY,10025,Manhattan
1418043-DCA,Business,12/31/2015,Inactive,01/26/2012,Tobacco Retail Dealer,JIMMY FRIENDLY'S DELI CORP,BROOKLYN,NY,11237,Brooklyn
1070778-DCA,Business,03/31/2021,Active,01/24/2001,Garage,BAMFORD REALTY LLC,NEW YORK,NY,10022,Manhattan
2061641-DCA,Business,12/31/2021,Active,11/27/2017,Laundries,NICE BUNDLES INC.,BROOKLYN,NY,11237,Brooklyn
1254742-DCA,Business,06/30/2014,Inactive,05/06/2007,Electronic & Appliance Service,"IMOBILE OF NY, LLC",BRONX,NY,10458,Bronx
1024379-DCA,Business,03/31/2014,Inactive,04/26/2004,Stoop Line Stand,"PARASRAM, DEONARINE",JAMAICA,NY,11432,Queens
1406817-DCA,Business,03/31/2012,Inactive,09/07/2011,Stoop Line Stand,"YUN, JUNG S",FLUSHING,NY,11354,Queens
2081258-DCA,Business,07/31/2021,Active,01/10/2019,Secondhand Dealer - General,SPRINT SPECTRUM L.P.,BROOKLYN,NY,11234,Brooklyn
2013795-DCA,Business,02/28/2017,Inactive,09/24/2014,Home Improvement Contractor,GRAND CUSTOM INTERIORS INC,NEW YORK,NY,10019,Manhattan
2067772-DCA,Business,12/31/2019,Inactive,03/14/2018,Laundries,LAUNDRY HEROES INC,SUNNYSIDE,NY,11104,Queens
2004830-DCA,Business,12/31/2017,Inactive,03/14/2014,Laundry Jobber,NEW TECH LAUNDRY II INC,NEW YORK,NY,10031,Manhattan
0996462-DCA,Business,01/31/2017,Inactive,09/24/1998,Debt Collection Agency,MKM ACQUISITIONS LLC,SYOSSET,NY,11791,Outside NYC
1167164-DCA,Business,12/31/2020,Active,05/12/2004,Tobacco Retail Dealer,"KEDANSKY, MARILYN",NEW YORK,NY,10001,Manhattan
2026832-DCA,Business,07/31/2021,Active,08/10/2015,Secondhand Dealer - General,TRIANGLE AUTO PERFECTION LTD.,GLENDALE,NY,11385,Queens
1171647-DCA,Business,03/31/2015,Inactive,06/23/2004,Garage,"PROPARK AMERICA NEW YORK, LLC",NEW YORK,NY,10025,Manhattan
1394004-DCA,Business,12/31/2018,Inactive,05/26/2011,Tobacco Retail Dealer,551 RAY FOOD CORP.,BRONX,NY,10457,Bronx
1315597-DCA,Business,02/28/2015,Inactive,04/24/2009,Home Improvement Contractor,ROBERT SUPPA CONSTRUCTION CORP.,NEW YORK,NY,10013,Manhattan
2048035-2-DCA,Business,12/31/2020,Active,02/03/2017,Tobacco Retail Dealer,"PAKEEZA DELI & GROCERY, INC.",NEW YORK,NY,10003,Manhattan
1460582-DCA,Business,02/28/2015,Inactive,03/25/2013,Home Improvement Contractor,SPIRIT HOME IMPROVEMENT LLC,GREAT NECK,NY,11020,Outside NYC
0960091-DCA,Business,06/30/2011,Inactive,12/30/2002,Home Improvement Contractor,"CHAMBER, AMRIK",BROOKLYN,NY,11214,Brooklyn
1240901-DCA,Business,02/28/2021,Active,10/06/2006,Home Improvement Contractor,"TAMC CONSTRUCTION, INC.",MOUNT VERNON,NY,10550,Outside NYC
2084048-DCA,Business,02/28/2021,Active,04/02/2019,Home Improvement Contractor,"GREEN GO HOME REMODELING, INC",HUNTINGTON,NY,11743,Outside NYC
2014478-DCA,Business,12/31/2017,Inactive,10/10/2014,Laundry Jobber,SI LAUNDROMAT & DRY CLEANER LLC,BROOKLYN,NY,11211,Brooklyn
1023519-DCA,Business,03/31/2022,Active,11/16/1999,Stoop Line Stand,"D N Y NATURAL LAND, INC.",BROOKLYN,NY,11238,Brooklyn
2059567-DCA,Business,02/28/2021,Active,10/18/2017,Home Improvement Contractor,IAN DOORS AND GATES INC.,BRONX,NY,10467,Bronx
1313016-DCA,Business,07/31/2021,Active,04/01/2009,Secondhand Dealer - General,A & O JEWELRY CORP.,JACKSON HEIGHTS,NY,11372,Queens
1309434-DCA,Business,02/28/2021,Active,02/18/2009,Home Improvement Contractor,RICHARD H HOME IMPROVEMENT CORP.,NORTH BALDWIN,NY,11510,Outside NYC
0916966-DCA,Business,06/30/2011,Inactive,02/18/2003,Home Improvement Contractor,S & V NEW YORK IRON WORKS INC.,BRONX,NY,10469,Bronx
2072458-1-DCA,Business,11/30/2021,Active,06/02/2018,Electronic Cigarette Dealer,ALYAANS CORP.,BROOKLYN,NY,11217,Brooklyn
1415860-DCA,Business,12/31/2012,Inactive,12/27/2011,Tobacco Retail Dealer,"LOTUMOND NEWSSTAND, INC.",BROOKLYN,NY,11229,Brooklyn
2066329-2-DCA,Business,12/31/2018,Inactive,02/20/2018,Tobacco Retail Dealer,"KINGSTON GROCERY & SMOKE SHOP, INC.",BROOKLYN,NY,11213,Brooklyn
1195751-DCA,Business,12/31/2012,Inactive,05/04/2005,Electronics Store,A.J.'S ELECTRONICS INC.,BROOKLYN,NY,11203,Brooklyn
1321780-DCA,Business,03/15/2011,Inactive,05/07/2010,Amusement Device Portable,AIR FAIR ENTERTAINMENT INC.,SPRING VALLEY,NY,10977,Outside NYC
1390687-DCA,Business,06/30/2013,Inactive,05/04/2011,Home Improvement Contractor,NOBLE CONSTRUCTION MANAGEMENT INC.,SOUTH SALEM,NY,10590,Outside NYC
2032993-DCA,Business,07/31/2017,Inactive,02/04/2016,Secondhand Dealer - General,ANTIQUES IN UNION INC,FLUSHING,NY,11354,Queens
2083929-DCA,Business,02/28/2021,Active,03/30/2019,Home Improvement Contractor,POWERS PERFORMANCE CONSTRUCTION LLC,BROOKLYN,NY,11214,Brooklyn
2016488-1-DCA,Business,12/31/2017,Inactive,12/15/2014,Tobacco Retail Dealer,EAGLE MINI MART DELI GROCERY CORP,BROOKLYN,NY,11222,Brooklyn
0833046-DCA,Business,04/30/2020,Active,03/28/2012,Tow Truck Company,"KNIGHTS COLLISION EXPERTS, INC.",BROOKLYN,NY,11207,Brooklyn
2077093-DCA,Business,02/28/2021,Active,08/15/2018,Home Improvement Contractor,BATLO BUILDERS INC,BROOKLYN,NY,11235,Brooklyn
2091532-DCA,Business,02/28/2021,Active,10/18/2019,Home Improvement Contractor,"NEXGEN ENERGY SOLUTIONS, CORP",SARATOGA SPRINGS,NY,12866,Outside NYC
2074555-1-DCA,Business,11/30/2021,Active,06/27/2018,Electronic Cigarette Dealer,"AKTER, JASMIN",NEW YORK,NY,10001,Manhattan
1376517-DCA,Business,12/31/2011,Inactive,11/09/2010,Laundry,HYM EXPRESS CORP.,ASTORIA,NY,11103,Queens
1210714-DCA,Business,07/31/2015,Inactive,09/22/2005,Secondhand Dealer - Auto,"AUGIE'S AUTO SALES, LLC",LONG IS CITY,NY,11101,Queens
2087976-DCA,Business,09/15/2021,Inactive,07/05/2019,Sidewalk Cafe,PROSPECTIVE CROWN LLC,BROOKLYN,NY,11238,Brooklyn
2055962-DCA,Business,03/31/2020,Active,07/19/2017,Stoop Line Stand,LOVE & DELICIOUS DELI & GROCERY CORP,BROOKLYN,NY,11223,Brooklyn
1404679-DCA,Business,02/28/2017,Inactive,08/18/2011,Home Improvement Contractor,"CONCEPT TO COMPLETION RENOVATIONS, INC.",BRONX,NY,10465,Bronx
1105121-DCA,Business,06/30/2020,Active,09/16/2004,Electronic & Appliance Service,"COFFEY, ROBERT L.",BAYSIDE,NY,11361,Queens
2032080-DCA,Business,12/31/2016,Inactive,01/05/2016,Electronics Store,T-MOBILE NORTHEAST LLC,SOUTH RICHMOND HILL,NY,11419,Queens
2062226-2-DCA,Business,12/31/2018,Inactive,12/01/2017,Tobacco Retail Dealer,MALAKI DELI GROCERY INC,BRONX,NY,10461,Bronx
1431130-DCA,Business,03/15/2018,Inactive,05/24/2012,Amusement Device Portable,NEW YORK PARTY PEOPLES INC,STATEN ISLAND,NY,10310,Staten Island
1277168-DCA,Business,07/31/2011,Inactive,02/07/2008,Secondhand Dealer - General,COMMUNITY COMPUTER SOLUTIONS INC.,RICHMOND HILL,NY,11418,Queens
2025871-DCA,Business,12/31/2018,Inactive,07/20/2015,Electronics Store,Onetel Store Inc,FLUSHING,NY,11355,Queens
1449854-DCA,Business,06/30/2014,Inactive,11/09/2012,Electronic & Appliance Service,"MEDINA, STERLING",BRONX,NY,10453,Bronx
2043061-DCA,Business,03/31/2020,Inactive,08/29/2016,Stoop Line Stand,FOOD STORY NATURAL MARKET INC,BROOKLYN,NY,11206,Brooklyn
1406521-DCA,Business,12/08/2011,Inactive,11/09/2011,Special Sale,PARAMOUNT ANTIQUES INC.,LONG IS CITY,NY,11101,Queens
1298584-DCA,Business,12/31/2010,Inactive,09/05/2008,Tobacco Retail Dealer,"FANTASTIC, LLC",FLUSHING,NY,11358,Queens
2035773-DCA,Business,02/28/2021,Active,04/11/2016,Home Improvement Contractor,Gruda construction LLC,BRONX,NY,10467,Bronx
2019785-1-DCA,Business,12/31/2021,Active,03/20/2015,Tobacco Retail Dealer,1738 FINEST DELI INC,BRONX,NY,10469,Bronx
1374217-DCA,Business,12/31/2017,Inactive,10/13/2010,Laundry,"METRO RITE LAUNDROMAT, INC.",BROOKLYN,NY,11209,Brooklyn
1213561-DCA,Business,06/30/2011,Inactive,10/28/2005,Home Improvement Contractor,"ABC EXPRESS ENTERPRISES, LTD.",BRONX,NY,10463,Bronx
2000438-DCA,Business,02/28/2015,Inactive,11/05/2013,Home Improvement Contractor,s and t home improvements inc,OCEANSIDE,NY,11572,Outside NYC
1130947-DCA,Business,12/31/2011,Inactive,01/22/2003,Laundry,PINTO INC.,WOODSIDE,NY,11377,Queens
1040828-DCA,Business,07/31/2017,Inactive,07/26/2000,Secondhand Dealer - General,"RANDAZZO, CASPER",BROOKLYN,NY,11207,Brooklyn
0956550-DCA,Business,06/30/2011,Inactive,07/23/1997,Home Improvement Contractor,P.B. IRON WORKS INC.,BROOKLYN,NY,11208,Brooklyn
2017418-1-DCA,Business,12/31/2021,Active,01/20/2015,Tobacco Retail Dealer,ATTA CARDS & GIFTS INC,STATEN ISLAND,NY,10312,Staten Island
1324599-DCA,Business,06/30/2020,Active,12/11/2012,Electronic & Appliance Service,ALL BROOKLYN AUTO SOUND & SECURITY CORP.,BROOKLYN,NY,11214,Brooklyn
2072705-1-DCA,Business,11/30/2021,Active,06/06/2018,Electronic Cigarette Dealer,BAYCHESTER PETROLEUM LLC,BRONX,NY,10475,Bronx
1298437-DCA,Business,12/31/2021,Active,09/04/2008,Tobacco Retail Dealer,R R & C FOOD CORPORATION,BRONX,NY,10456,Bronx
1451821-DCA,Business,12/31/2015,Inactive,12/10/2012,Tobacco Retail Dealer,2012 DELI AND GRILL CORP,BROOKLYN,NY,11233,Brooklyn
1214833-DCA,Business,02/15/2020,Inactive,11/21/2005,Sidewalk Cafe,"L.E. GLOBE, LLC",NEW YORK,NY,10128,Manhattan
1387125-DCA,Business,03/31/2016,Inactive,04/08/2011,Stoop Line Stand,M & S MARKET INC,BROOKLYN,NY,11238,Brooklyn
1344796-DCA,Business,03/31/2018,Inactive,02/10/2010,Stoop Line Stand,AMBE GROCERY CORP.,FLUSHING,NY,11367,Queens
2068851-1-DCA,Business,11/30/2021,Active,04/04/2018,Electronic Cigarette Dealer,NEW JUBILEE VAPE II INC,NEW YORK,NY,10011,Manhattan
1436709-DCA,Business,06/30/2013,Inactive,07/09/2012,Home Improvement Contractor,SHEPCON CONSTRUCTION & MAINTENANCE LLC,BROOKLYN,NY,11201,Brooklyn
1369874-DCA,Business,12/31/2012,Inactive,09/03/2010,Electronics Store,WATSING INC,BROOKLYN,NY,11220,Brooklyn
1290813-DCA,Business,02/28/2021,Active,06/27/2008,Home Improvement Contractor,"GRAZIANO,JOSEPH",STATEN ISLAND,NY,10312,Staten Island
1174793-DCA,Business,02/28/2021,Active,10/30/2007,Home Improvement Contractor,SOLID GROUND CONSTRUCTION INC.,BROOKLYN,NY,11234,Brooklyn
2027042-DCA,Business,12/15/2017,Inactive,08/13/2015,Sidewalk Cafe,SILVIA L. DURAN,NEW YORK,NY,10040,Manhattan
2054220-DCA,Business,02/28/2021,Active,06/09/2017,Home Improvement Contractor,M & I CONSTRUCTION & RENOVATION INC.,YONKERS,NY,10701,Outside NYC
1276639-DCA,Business,09/15/2020,Active,01/31/2008,Sidewalk Cafe,TSM RESTAURANT LLC,BROOKLYN,NY,11231,Brooklyn
1369331-DCA,Business,12/31/2013,Inactive,09/02/2010,Tobacco Retail Dealer,K & K FOOD CENTER CORP.,BRONX,NY,10452,Bronx
2057907-DCA,Business,03/31/2020,Active,09/06/2017,Stoop Line Stand,FAMILY FRUIT AND MEAT MARKET CORP,NEW YORK,NY,10033,Manhattan
2073810-DCA,Business,07/31/2021,Active,06/19/2018,Secondhand Dealer - General,DYNAMIC ADIV SETHI CORP,SOUTH RICHMOND HILL,NY,11419,Queens
2077169-DCA,Business,07/31/2019,Inactive,08/17/2018,Secondhand Dealer - General,IMPERIAL WIRELESS USA INC,BRONX,NY,10472,Bronx
2011697-1-DCA,Business,12/31/2017,Inactive,08/07/2014,Tobacco Retail Dealer,MAMA NENA DELI MINI MARKET CORP,BRONX,NY,10460,Bronx
2043553-DCA,Business,03/31/2018,Inactive,09/12/2016,Stoop Line Stand,ALI GOURMET DELI & GROCERY CORP,BROOKLYN,NY,11212,Brooklyn
2030247-DCA,Business,07/31/2017,Inactive,11/09/2015,Secondhand Dealer - Auto,"LIBERTY AUTO PARTS, INC.",JAMAICA,NY,11435,Queens
2029289-2-DCA,Business,12/31/2020,Active,10/07/2015,Tobacco Retail Dealer,"109 SPICY GOURMET DELI, INC.",NEW YORK,NY,10025,Manhattan
1186894-DCA,Business,12/31/2014,Inactive,12/28/2004,Tobacco Retail Dealer,NEW HARLEM GROCERY CORP.,NEW YORK,NY,10026,Manhattan
1067365-DCA,Business,03/31/2010,Inactive,12/08/2000,Stoop Line Stand,"LE FLORES FLOWER SHOP, INC.",FLUSHING,NY,11354,Queens
2089274-DCA,Business,10/31/2021,Active,08/07/2019,Car Wash,Exquisite Auto Spa & Detailing Inc.,STATEN ISLAND,NY,10307,Staten Island
2016407-DCA,Business,03/31/2017,Inactive,12/12/2014,Garage,STAN PARK LLC,CORONA,NY,11368,Queens
1377362-DCA,Business,12/31/2015,Inactive,11/22/2010,Tobacco Retail Dealer,"HESS MART, INC.",LONG IS CITY,NY,11101,Queens
1285201-DCA,Business,12/31/2013,Inactive,05/13/2008,Tobacco Retail Dealer,"THOMAS, JOSE P",NEW YORK,NY,10005,Manhattan
1315315-DCA,Business,02/28/2021,Active,04/23/2009,Home Improvement Contractor,NASIR GEN CONSTRUCTION CORP.,JAMAICA,NY,11434,Queens
1147038-DCA,Business,12/31/2020,Active,08/01/2003,Tobacco Retail Dealer,N. & R. DELI INC.,EAST ELMHURST,NY,11370,Queens
1381930-DCA,Business,12/31/2012,Inactive,02/03/2011,Electronics Store,"AUTO TOYS, INC.",BRONX,NY,10457,Bronx
1431172-DCA,Business,06/30/2014,Inactive,05/23/2012,Electronic & Appliance Service,MAIN DRAG MUSIC INC.,BROOKLYN,NY,11206,Brooklyn
1129830-DCA,Business,12/31/2010,Inactive,12/31/2002,Tobacco Retail Dealer,SKY BLUE GROCERY INC.,ASTORIA,NY,11103,Queens
2017339-DCA,Business,02/28/2021,Active,01/15/2015,Home Improvement Contractor,"FRANCEMEX, LLC",YONKERS,NY,10701,Outside NYC
2075603-DCA,Business,02/28/2021,Active,07/16/2018,Home Improvement Contractor,GO PRO RESTORATION & MAINTENANCE INC.,ASTORIA,NY,11105,Queens
1378373-DCA,Business,07/31/2015,Inactive,12/06/2010,Secondhand Dealer - General,"ELVIS AUTO SERVICES, LLC",BRONX,NY,10473,Bronx
2090148-DCA,Business,02/27/2020,Inactive,09/03/2019,Garage and Parking Lot,150 charles Street Garage LLC,NEW YORK,NY,10014,Manhattan
1198296-DCA,Business,12/31/2014,Inactive,05/25/2005,Tobacco Retail Dealer,"CABA, LUIS",WOODHAVEN,NY,11421,Queens
1398994-DCA,Business,12/31/2012,Inactive,07/06/2011,Tobacco Retail Dealer,1763 DELI GROCERY CORP.,BROOKLYN,NY,11207,Brooklyn
2083327-DCA,Business,12/31/2021,Active,03/18/2019,Laundries,NEW COMPLETE CARE LLC,ELMHURST,NY,11373,Queens
2065222-DCA,Business,02/28/2021,Active,01/22/2018,Home Improvement Contractor,"NEW YORK DOOR & CLOSET, INC.",DEER PARK,NY,11729,Outside NYC
2058106-DCA,Business,12/31/2018,Inactive,09/13/2017,Electronics Store,TAKE TOO INC,NEW YORK,NY,10007,Manhattan
2033480-1-DCA,Business,12/31/2017,Inactive,02/19/2016,Tobacco Retail Dealer,"JOBAH, YASEEN S",BROOKLYN,NY,11237,Brooklyn
2025460-DCA,Business,12/31/2016,Inactive,07/09/2015,Electronics Store,"Day of New York, LLC",BROOKLYN,NY,11221,Brooklyn
0955954-DCA,Business,12/31/2017,Inactive,02/28/1997,Laundry,HANADY CORPORATION,BROOKLYN,NY,11217,Brooklyn
2022896-DCA,Business,12/31/2020,Active,05/15/2015,Electronics Store,SPRINT SPECTRUM L.P.,STATEN ISLAND,NY,10302,Staten Island
0761939-DCA,Business,07/31/2013,Inactive,02/22/2008,Secondhand Dealer - Auto,"VIGAL AUTO SALES, INC.",BROOKLYN,NY,11218,Brooklyn
1109932-DCA,Business,12/15/2015,Inactive,03/15/2005,Sidewalk Cafe,THE WESTSIDE OF BROADWAY RESTAURANT GROUP INC.,NEW YORK,NY,10025,Manhattan
1225841-DCA,Business,04/15/2016,Inactive,05/03/2006,Sidewalk Cafe,"G.D.P. ENTERPRISES, INC.",NEW YORK,NY,10012,Manhattan
1154776-DCA,Business,07/31/2011,Inactive,10/24/2003,Secondhand Dealer - General,BLOCKBUSTER INC.,STATEN ISLAND,NY,10306,Staten Island
1316711-DCA,Business,12/31/2021,Active,05/04/2009,Tobacco Retail Dealer,MANHATTAN GROCERY CORP.,NEW YORK,NY,10025,Manhattan
1286461-DCA,Business,07/31/2013,Inactive,05/22/2008,Secondhand Dealer - General,TIVOLI JEWELERS LLC,BROOKLYN,NY,11211,Brooklyn
1300752-DCA,Business,07/31/2011,Inactive,09/30/2008,Secondhand Dealer - General,"KIM, HYUNCHUL",SAINT ALBANS,NY,11412,Queens
0900265-DCA,Business,12/31/2016,Inactive,01/24/1997,Electronics Store,RADIOSHACK CORPORATION,BROOKLYN,NY,11234,Brooklyn
2043964-DCA,Business,03/31/2022,Active,09/21/2016,Stoop Line Stand,ZUDY 59 CORP,BROOKLYN,NY,11217,Brooklyn
2036651-DCA,Business,03/31/2017,Inactive,04/27/2016,Garage and Parking Lot,IMPARK210CPS LLC,NEW YORK,NY,10019,Manhattan
1012423-DCA,Business,07/31/2021,Active,06/17/1999,Secondhand Dealer - General,"ANZULEZ, JOHNNY M",BROOKLYN,NY,11204,Brooklyn
2017319-DCA,Business,02/28/2021,Active,01/14/2015,Home Improvement Contractor,786 STEEL CORP,BROOKLYN,NY,11237,Brooklyn
1404404-DCA,Business,12/31/2013,Inactive,08/18/2011,Laundry Jobber,S. R. PROFESSIONAL TAILOR & CLEANERS INC.,NEW YORK,NY,10128,Manhattan
2039914-DCA,Business,04/30/2020,Inactive,07/07/2016,Tow Truck Company,TWO WAY TOWING INC,BROOKLYN,NY,11219,Brooklyn
2050420-2-DCA,Business,12/31/2020,Active,03/31/2017,Tobacco Retail Dealer,LICONA GROCERY INC,JAMAICA,NY,11434,Queens
1041376-DCA,Business,12/31/2010,Inactive,04/29/2003,Tobacco Retail Dealer,TOWFIK ALMUWELLAD AND AHMED ABDULLA SHARHAN,BROOKLYN,NY,11222,Brooklyn
1331705-DCA,Business,07/31/2021,Active,09/02/2009,Secondhand Dealer - General,E Z PAWN CORP.,JACKSON HEIGHTS,NY,11372,Queens
1315298-DCA,Business,06/30/2010,Inactive,04/23/2009,Electronic & Appliance Service,TEKNO WORLD INC.,JACKSON HTS,NY,11372,Queens
1303617-DCA,Business,12/31/2013,Inactive,11/03/2008,Tobacco Retail Dealer,190-34 JAMAICA FOOD CORP.,HOLLIS,NY,11423,Queens
1321926-DCA,Business,06/30/2013,Inactive,06/11/2009,Home Improvement Contractor,"LENY, PHILIPPE A",STATEN ISLAND,NY,10303,Staten Island
